Inventory with related information;;;;;;;;;;Characterization factors (CFs) by impact category;;;;;;;;;;;;;;;;Global NF by impact category ;;;;;;;;;;;;;;;
Flow name;Flow name original;Substance name as commonly in the statistics;Additional Specification (e.g. Emission source);Compartment;Compartment (class 2);Global inventory 2010;Unit;Source;UUID;Climate change;Ozone depletion;Human toxicity, cancer;Human toxicity, non-cancer;Particulate matter;Ionising radiation ;Photochemical ozone formation ;Acidification;Terrestrial eutrophication;Freshwater eutrophication;Marine Eutrophication;Land use;Ecotoxicity freshwater;Water use;Resource depletion, fossils;Resource depletion, minerals and metals;Climate change;Ozone depletion;Human toxicity, cancer;Human toxicity, non-cancer;Particulate matter;Ionising radiation ;Photochemical ozone formation ;Acidification;Terrestrial eutrophication;Freshwater eutrophication;Marine Eutrophication;Land use;Ecotoxicity freshwater;Water use;Resource depletion, fossils;Resource depletion, minerals and metals
fungicides, unspecified;other fungicides;;Fungicide;emissions to air;emissions to air, unspecified;9.58E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);d0169fcf-8542-4112-bda4-b25cada28911;;;;2.67E-05;;;;;;;;;1.58E+05;;;;;;;2.56E+00;;;;;;;;;1.51E+10;;;
fungicides, unspecified;other fungicides;;Fungicide;emissions to soil;emissions to soil, unspecified;1.28E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);6e01560c-0dc4-49e5-a318-1e9c2ab4845a;;;;1.72E-06;;;;;;;;;3.13E+04;;;;;;;2.20E-01;;;;;;;;;4.00E+09;;;
fungicides, unspecified;other fungicides;;Fungicide;emissions to water;emissions to water, unspecified;6.39E+03;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);a5bedac8-1b41-4acf-8fc5-67a574e00338;;;;1.68E-05;;;;;;;;;6.40E+06;;;;;;;1.07E-01;;;;;;;;;4.09E+10;;;
furan;furan;furane;;emissions to air;emissions to air, unspecified;2.43E+08;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);fe0acd60-3ddc-11dd-a632-0050c2490048;;;3.20E-05;3.57E-06;;;;;;;;;1.63E-02;;;;;;7.78E+03;8.67E+02;;;;;;;;;3.95E+06;;;
furathiocarb;furathiocarb;;Insecticide;emissions to air;emissions to air, unspecified;1.76E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);391e7710-a52b-4e8c-887b-699a00a15e2b;;;;4.73E-04;;;;;;;;;5.54E+05;;;;;;;8.29E+01;;;;;;;;;9.73E+10;;;
furathiocarb;furathiocarb;;Insecticide;emissions to soil;emissions to soil, unspecified;2.34E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);848c4286-5b41-44e7-ac4f-24bb50854c0b;;;;1.40E-05;;;;;;;;;1.35E+05;;;;;;;3.27E+00;;;;;;;;;3.15E+10;;;
furathiocarb;furathiocarb;;Insecticide;emissions to water;emissions to water, unspecified;1.17E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);34afddcb-bcad-47ad-beaf-d5dd7e6a0a72;;;;1.97E-04;;;;;;;;;5.73E+07;;;;;;;2.30E+00;;;;;;;;;6.70E+11;;;
furfural;furfural;Furfural;;emissions to air;emissions to air, unspecified;1.14E+07;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);4d9a8790-3ddd-11dd-918f-0050c2490048;;;7.60E-09;1.17E-06;;;;;;;;;3.29E+01;;;;;;8.66E-02;1.33E+01;;;;;;;;;3.75E+08;;;
gallium;gallium;;;resource flow;non-renewable element resources from ground;1.06E+05;kg;USGS, 2011a;08a91e70-3ddc-11dd-9438-0050c2490048;;;;;;;;;;;;;;;;1.46E-07;;;;;;;;;;;;;;;;1.55E-02
germanium;germanium;;;resource flow;non-renewable element resources from ground;1.20E+05;kg;USGS, 2011a;08a91e70-3ddc-11dd-9439-0050c2490048;;;;;;;;;;;;;;;;6.52E-07;;;;;;;;;;;;;;;;7.82E-02
glufosinate ammonium salt;glufosinate ammonium salt;Glufosinate;Pesticide;emissions to air;emissions to air, unspecified;2.66E+06;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-8e11-0050c2490048;;;;9.45E-07;;;;;;;;;1.92E+01;;;;;;;2.51E+00;;;;;;;;;5.10E+07;;;
glufosinate ammonium salt;glufosinate ammonium salt;Glufosinate;Pesticide;emissions to soil;emissions to soil, unspecified;1.02E+07;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);08a91e70-3ddc-11dd-943b-0050c2490048;;;;6.91E-09;;;;;;;;;9.95E+00;;;;;;;7.06E-02;;;;;;;;;1.02E+08;;;
glufosinate ammonium salt;glufosinate ammonium salt;Glufosinate;Pesticide;emissions to water;emissions to water, unspecified;1.77E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);08a91e70-3ddc-11dd-943e-0050c2490048;;;;2.01E-07;;;;;;;;;1.14E+03;;;;;;;3.57E-02;;;;;;;;;2.03E+08;;;
glyoxal;glyoxal;glyoxal;;emissions to air;emissions to air, unspecified;1.60E+07;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);fe0acd60-3ddc-11dd-a640-0050c2490048;;;;2.50E-05;;;;;;;;;2.35E+01;;;;;;;4.00E+02;;;;;;;;;3.76E+08;;;
glyphosate;glyphosate;Glyphosate;Pesticide;emissions to air;emissions to air, unspecified;7.36E+07;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fe0acd60-3ddc-11dd-a646-0050c2490048;;;;5.26E-08;;;;;;;;;3.04E+01;;;;;;;3.87E+00;;;;;;;;;2.24E+09;;;
glyphosate;glyphosate;Glyphosate;Pesticide;emissions to soil;emissions to soil, unspecified;3.24E+08;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fe0acd60-3ddc-11dd-a645-0050c2490048;;;;1.10E-08;;;;;;;;;1.83E+02;;;;;;;3.55E+00;;;;;;;;;5.93E+10;;;
glyphosate;glyphosate;Glyphosate;Pesticide;emissions to water;emissions to water, unspecified;4.91E+06;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fe0acd60-3ddc-11dd-a64c-0050c2490048;;;;1.26E-08;;;;;;;;;1.08E+03;;;;;;;6.21E-02;;;;;;;;;5.32E+09;;;
gold;gold;;;resource flow;non-renewable element resources from ground;2.66E+06;kg;BGS, 2017;fe0acd60-3ddc-11dd-a2bf-0050c2490048;;;;;;;;;;;;;;;;5.20E+01;;;;;;;;;;;;;;;;1.38E+08
guazatine;guazatine;;Fungicide;emissions to air;emissions to air, unspecified;2.27E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);d0169fcf-8542-4112-bda4-b25cada28911;;;;2.67E-05;;;;;;;;;1.58E+05;;;;;;;6.05E+00;;;;;;;;;3.57E+10;;;
guazatine;guazatine;;Fungicide;emissions to soil;emissions to soil, unspecified;3.02E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);6e01560c-0dc4-49e5-a318-1e9c2ab4845a;;;;1.72E-06;;;;;;;;;3.13E+04;;;;;;;5.21E-01;;;;;;;;;9.46E+09;;;
guazatine;guazatine;;Fungicide;emissions to water;emissions to water, unspecified;1.51E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);a5bedac8-1b41-4acf-8fc5-67a574e00338;;;;1.68E-05;;;;;;;;;6.40E+06;;;;;;;2.54E-01;;;;;;;;;9.66E+10;;;
halon-1211;halon-1211;;;emissions to air;emissions to air, unspecified;4.81E+06;kg;Fraser et al., 2013;fe0acd60-3ddc-11dd-a8f8-0050c2490048;1.93E+03;6.90E+00;;;;;;;;;;;;;;;9.28E+09;3.32E+07;;;;;;;;;;;;;;
haloxyfop;haloxyfop;;Herbicide, Metabolite;emissions to air;emissions to air, unspecified;2.87E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);f1025b6a-f4ff-403c-b37b-8abdbed6b064;;;;3.69E-05;;;;;;;;;6.27E+04;;;;;;;1.06E+01;;;;;;;;;1.80E+10;;;
haloxyfop;haloxyfop;;Herbicide, Metabolite;emissions to soil;emissions to soil, unspecified;1.42E+06;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);6bc5cdfb-e2fb-450c-8807-c278ba427e03;;;;8.05E-06;;;;;;;;;7.03E+04;;;;;;;1.14E+01;;;;;;;;;9.96E+10;;;
haloxyfop;haloxyfop;;Herbicide, Metabolite;emissions to water;emissions to water, unspecified;1.91E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);54dfc9cc-2b50-49ca-b092-8f8ed65a3df7;;;;1.26E-05;;;;;;;;;1.26E+06;;;;;;;2.41E-01;;;;;;;;;2.41E+10;;;
hard coal;hard coal;;26.3 MJ/kg;resource flow;non-renewable element resources from ground;8.23E+13;MJ;WNA (2016b), IEA (2014);fe0acd60-3ddc-11dd-a6fc-0050c2490048;;;;;;;;;;;;;;;1.00E+00;;;;;;;;;;;;;;;;8.23E+13;
hcfc-140;hcfc-140;1,1,1-trichloroethane;1,1,1-trichloroethane;emissions to air;emissions to air, unspecified;4.60E+06;kg;Fraser et al., 2014;d86cafdf-6555-11dd-ad8b-0800200c9a66;1.61E+02;;0.00E+00;1.62E-08;;;1.52E-02;;;;;;4.32E+00;;;;7.41E+08;;0.00E+00;7.47E-02;;;6.99E+04;;;;;;1.99E+07;;;
hcfc-141b;hcfc-141b;;;emissions to air;emissions to air, unspecified;5.50E+07;kg;Fraser et al., 2011;fe0acd60-3ddc-11dd-aba0-0050c2490048;8.60E+02;1.02E-01;4.17E-08;;;;;;;;;;;;;;4.73E+10;5.61E+06;2.29E+00;;;;;;;;;;;;;
hcfc-142b;hcfc-142b;;;emissions to air;emissions to air, unspecified;4.00E+07;kg;Fraser et al., 2011;d217e3a3-24b6-4214-8ca1-8c2f3ac4fedf;2.30E+03;5.70E-02;;;;;;;;;;;5.53E-01;;;;9.20E+10;2.28E+06;;;;;;;;;;;2.21E+07;;;
hcfc-21;hcfc-21;dichlorofluoromethane;;emissions to air;emissions to air, unspecified;2.46E+07;kg;;08a91e70-3ddc-11dd-965c-0050c2490048;1.60E+02;;;;;;;;;;;;;;;;3.93E+09;;;;;;;;;;;;;;;
hcfc-22;hcfc-22;;;emissions to air;emissions to air, unspecified;3.66E+08;kg;Fraser et al., 2014;fe0acd60-3ddc-11dd-a90d-0050c2490048;1.96E+03;3.40E-02;0.00E+00;1.05E-08;;;;;;;;;2.64E-01;;;;7.18E+11;1.25E+07;0.00E+00;3.86E+00;;;;;;;;;9.69E+07;;;
hcfc-31;hcfc-31;chlorofluoromethane;;emissions to air;emissions to air, unspecified;3.68E+07;kg;;4d9a8790-3ddd-11dd-9335-0050c2490048;7.94E+01;;2.11E-06;;;;;;;;;;;;;;2.93E+09;;7.77E+01;;;;;;;;;;;;;
heptachlor;heptachlor;Heptachlor;All sources (industrial, agricultural, etc.);emissions to air;emissions to air, unspecified;0.00E+00;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);fe0acd60-3ddc-11dd-a65a-0050c2490048;;;3.16E-05;1.83E-06;;;;;;;;;2.19E+02;;;;;;0.00E+00;0.00E+00;;;;;;;;;0.00E+00;;;
heptachlor;heptachlor;Heptachlor;Industrial releases;emissions to soil;emissions to soil, unspecified;0.00E+00;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);fe0acd60-3ddc-11dd-a659-0050c2490048;;;4.84E-05;2.81E-06;;;;;;;;;1.16E+03;;;;;;0.00E+00;0.00E+00;;;;;;;;;0.00E+00;;;
heptachlor;heptachlor;Heptachlor;Industrial releases;emissions to water;emissions to water, unspecified;1.17E+03;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);fe0acd60-3ddc-11dd-a660-0050c2490048;;;1.18E-03;6.85E-05;;;;;;;;;4.48E+05;;;;;;1.38E+00;7.98E-02;;;;;;;;;5.23E+08;;;
heptane;heptane;heptane;;emissions to air;emissions to air, unspecified;4.47E+08;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);fe0acd60-3ddc-11dd-a663-0050c2490048;;;;3.75E-10;;;8.34E-01;;;;;;1.24E-03;;;;;;;1.68E-01;;;3.73E+08;;;;;;5.55E+05;;;
heptane;heptane;n-heptane;;emissions to air;emissions to air, unspecified;1.24E+08;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);fe0acd60-3ddc-11dd-a663-0050c2490048;;;;3.75E-10;;;8.34E-01;;;;;;1.24E-03;;;;;;;4.67E-02;;;1.04E+08;;;;;;1.54E+05;;;
heptene;heptene;heptenes, unspecified;;emissions to air;emissions to air, unspecified;2.99E+08;kg;;e70caa4d-7e40-4222-bede-11ba2e7e043e;;;;;;;;;;;;;4.07E-03;;;;;;;;;;;;;;;;1.22E+06;;;
heptenophos;heptenophos;Heptenophos;Pesticide;emissions to air;emissions to air, unspecified;2.33E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fe0acd60-3ddc-11dd-a678-0050c2490048;;;;;;;;;;;;;2.04E+03;;;;;;;;;;;;;;;;4.75E+08;;;
heptenophos;heptenophos;Heptenophos;Pesticide;emissions to soil;emissions to soil, unspecified;3.10E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fe0acd60-3ddc-11dd-a677-0050c2490048;;;;;;;;;;;;;8.62E+02;;;;;;;;;;;;;;;;2.67E+08;;;
heptenophos;heptenophos;Heptenophos;Pesticide;emissions to water;emissions to water, unspecified;1.55E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fe0acd60-3ddc-11dd-a67e-0050c2490048;;;;;;;;;;;;;2.40E+05;;;;;;;;;;;;;;;;3.73E+09;;;
herbicides, unspecified;other herbicides;;Herbicide;emissions to air;emissions to air, unspecified;4.98E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);f1025b6a-f4ff-403c-b37b-8abdbed6b064;;;;3.69E-05;;;;;;;;;6.27E+04;;;;;;;1.83E+00;;;;;;;;;3.12E+09;;;
herbicides, unspecified;other herbicides;;Herbicide;emissions to soil;emissions to soil, unspecified;1.97E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);6bc5cdfb-e2fb-450c-8807-c278ba427e03;;;;8.05E-06;;;;;;;;;7.03E+04;;;;;;;1.59E+00;;;;;;;;;1.39E+10;;;
herbicides, unspecified;other herbicides;;Herbicide;emissions to water;emissions to water, unspecified;3.32E+03;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);54dfc9cc-2b50-49ca-b092-8f8ed65a3df7;;;;1.26E-05;;;;;;;;;1.26E+06;;;;;;;4.17E-02;;;;;;;;;4.17E+09;;;
hexachlorobenzene;hexachlorobenzene;hcb ;;emissions to air;emissions to air, unspecified;2.61E+04;kg;global, from Leclerc&Laurent (personal communication, 2018);08a91e70-3ddc-11dd-a2fb-0050c2490048;;;7.17E-05;2.45E-05;;;;;;;;;1.76E+03;;;;;;1.87E+00;6.41E-01;;;;;;;;;4.60E+07;;;
hexachlorobenzene;hexachlorobenzene;Hexachlorobenzene;;emissions to soil;emissions to soil, unspecified;0.00E+00;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);08a91e70-3ddc-11dd-a2fa-0050c2490048;;;1.62E-04;5.55E-05;;;;;;;;;1.17E+04;;;;;;0.00E+00;0.00E+00;;;;;;;;;0.00E+00;;;
hexachlorobenzene;hexachlorobenzene;Hexachlorobenzene (HCB);Industrial releases;emissions to water;emissions to water, unspecified;4.04E+03;kg;in Leclerc&Laurent 2018 is lower;fe0acd60-3ddc-11dd-a2ba-0050c2490048;;;4.90E-04;1.68E-04;;;;;;;;;3.42E+05;;;;;;1.98E+00;6.78E-01;;;;;;;;;1.38E+09;;;
hexachlorobenzene;hexachlorobenzene;Hexachlorobenzene (HCB);Non-industrial releases;emissions to water;emissions to water, unspecified;1.12E+03;kg;in Leclerc&Laurent 2018 is lower;fe0acd60-3ddc-11dd-a2ba-0050c2490048;;;4.90E-04;1.68E-04;;;;;;;;;3.42E+05;;;;;;5.48E-01;1.88E-01;;;;;;;;;3.82E+08;;;
hexachlorobutadiene;hexachlorobutadiene;Hexachlorobutadiene (HCBD);Non-industrial releases;emissions to water;emissions to water, unspecified;3.69E+04;kg;;4d9a8790-3ddd-11dd-9b13-0050c2490048;;;9.04E-06;;;;;;;;;;2.55E+04;;;;;;3.34E-01;;;;;;;;;;9.43E+08;;;
hexachlorocyclohexane;hexachlorocyclohexane;hch;;emissions to air;emissions to air, unspecified;1.66E+05;kg;;fe0acd60-3ddc-11dd-a380-0050c2490048;;;3.22E-05;;;;;;;;;;2.03E+04;;;;;;5.35E+00;;;;;;;;;;3.37E+09;;;
hexaconazole;hexaconazole;;Fungicide, Other substance ;emissions to air;emissions to air, unspecified;5.90E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);d0169fcf-8542-4112-bda4-b25cada28911;;;;2.67E-05;;;;;;;;;1.58E+05;;;;;;;1.57E+01;;;;;;;;;9.30E+10;;;
hexaconazole;hexaconazole;;Fungicide, Other substance ;emissions to soil;emissions to soil, unspecified;7.86E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);6e01560c-0dc4-49e5-a318-1e9c2ab4845a;;;;1.72E-06;;;;;;;;;3.13E+04;;;;;;;1.36E+00;;;;;;;;;2.46E+10;;;
hexaconazole;hexaconazole;;Fungicide, Other substance ;emissions to water;emissions to water, unspecified;3.93E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);a5bedac8-1b41-4acf-8fc5-67a574e00338;;;;1.68E-05;;;;;;;;;6.40E+06;;;;;;;6.60E-01;;;;;;;;;2.51E+11;;;
hexaflumuron;hexaflumuron;;Insecticide, Insect Growth Regulator;emissions to air;emissions to air, unspecified;3.08E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);391e7710-a52b-4e8c-887b-699a00a15e2b;;;;4.73E-04;;;;;;;;;5.54E+05;;;;;;;1.45E+01;;;;;;;;;1.71E+10;;;
hexaflumuron;hexaflumuron;;Insecticide, Insect Growth Regulator;emissions to soil;emissions to soil, unspecified;4.10E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);848c4286-5b41-44e7-ac4f-24bb50854c0b;;;;1.40E-05;;;;;;;;;1.35E+05;;;;;;;5.73E-01;;;;;;;;;5.52E+09;;;
hexaflumuron;hexaflumuron;;Insecticide, Insect Growth Regulator;emissions to water;emissions to water, unspecified;2.05E+03;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);34afddcb-bcad-47ad-beaf-d5dd7e6a0a72;;;;1.97E-04;;;;;;;;;5.73E+07;;;;;;;4.03E-01;;;;;;;;;1.18E+11;;;
hexanal;hexanal;hexanal;;emissions to air;emissions to air, unspecified;2.87E+06;kg;;fdaaa458-d02d-4777-8daa-97059be591a2;;;;;;;;;;;;;6.89E-01;;;;;;;;;;;;;;;;1.98E+06;;;
hexane;hexane;hexane;VOC;emissions to air;emissions to air, unspecified;2.12E+10;kg;global, from JRC datasource (EDGAR v4.3.2_VOC_spec);08a91e70-3ddc-11dd-947d-0050c2490048;;;9.58E-10;1.30E-07;;;8.14E-01;;;;;;8.95E-04;;;;;;2.04E+01;2.77E+03;;;1.73E+10;;;;;;1.90E+07;;;
hexythiazox;hexythiazox;Hexythiazox;Pesticide;emissions to air;emissions to air, unspecified;7.48E+03;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);69544045-c32a-4f2c-8379-132849153fe2;;;;1.80E-06;;;;;;;;;6.07E+03;;;;;;;1.35E-02;;;;;;;;;4.54E+07;;;
hexythiazox;hexythiazox;Hexythiazox;Pesticide;emissions to soil;emissions to soil, unspecified;9.97E+03;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);8630f9dc-9229-4783-ad76-295e65c8c5c0;;;;8.98E-07;;;;;;;;;2.16E+03;;;;;;;8.96E-03;;;;;;;;;2.16E+07;;;
hexythiazox;hexythiazox;Hexythiazox;Pesticide;emissions to water;emissions to water, unspecified;4.99E+02;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);13998cf0-af38-4c63-afc0-22ff90942a09;;;;1.24E-06;;;;;;;;;4.11E+05;;;;;;;6.18E-04;;;;;;;;;2.05E+08;;;
hfc-125;hfc-125;;;emissions to air;emissions to air, unspecified;4.23E+07;kg;EC-JRC/PBL, 2013 (EDGAR, v.4.2 FT2010);fe0acd60-3ddc-11dd-a3ea-0050c2490048;3.74E+03;;;1.35E-09;;;;;;;;;3.18E-01;;;;1.58E+11;;;5.72E-02;;;;;;;;;1.35E+07;;;
hfc-134a;hfc-134a;;;emissions to air;emissions to air, unspecified;1.81E+08;kg;global, from JRC datasource (EDGAR, v.4.2 FT2010);fe0acd60-3ddc-11dd-a6d2-0050c2490048;1.53E+03;;1.17E-08;4.96E-10;;;;;;;;;4.92E-01;;;;2.76E+11;;2.12E+00;8.99E-02;;;;;;;;;8.91E+07;;;
hfc-152a;hfc-152a;;;emissions to air;emissions to air, unspecified;3.45E+07;kg;global, from JRC datasource (EDGAR, v.4.2 FT2010);08a91e70-3ddc-11dd-9309-0050c2490048;1.64E+02;;;2.09E-10;;;;;;;;;5.38E-01;;;;5.66E+09;;;7.22E-03;;;;;;;;;1.86E+07;;;
hfc-23;hfc-23;;;emissions to air;emissions to air, unspecified;1.80E+07;kg;EC-JRC/PBL, 2013 (EDGAR, v.4.2 FT2010);fe0acd60-3ddc-11dd-9e55-0050c2490048;1.46E+04;;;;;;;;;;;;4.15E-01;;;;2.63E+11;;;;;;;;;;;;7.49E+06;;;
hfc-236fa;hfc-236fa;;;emissions to air;emissions to air, unspecified;1.67E+05;kg;EC-JRC/PBL, 2013 (EDGAR, v.4.2 FT2010);08a91e70-3ddc-11dd-9848-0050c2490048;8.69E+03;;;4.69E-09;;;;;;;;;1.46E-01;;;;1.46E+09;;;7.85E-04;;;;;;;;;2.44E+04;;;
hfc-32;hfc-32;;;emissions to air;emissions to air, unspecified;3.82E+06;kg;EC-JRC/PBL, 2013 (EDGAR, v.4.2 FT2010);4d9a8790-3ddd-11dd-9ca4-0050c2490048;7.71E+02;;;8.42E-10;;;;;;;;;3.57E-02;;;;2.94E+09;;;3.21E-03;;;;;;;;;1.36E+05;;;
hfc-365mfc;hfc-365mfc;;;emissions to air;emissions to air, unspecified;2.27E+06;kg;EC-JRC/PBL, 2013 (EDGAR, v.4.2 FT2010);fe0acd60-3ddc-11dd-ad54-0050c2490048;9.14E+02;;;;;;;;;;;;;;;;2.08E+09;;;;;;;;;;;;;;;
hfc-4310mee;hfc-43-10-mee;;;emissions to air;emissions to air, unspecified;3.05E+05;kg;EC-JRC/PBL, 2013 (EDGAR, v.4.2 FT2010);305f161f-d07d-43c9-bd8c-97cee9781056;1.60E+03;;;1.44E-08;;;;;;;;;1.70E+00;;;;4.88E+08;;;4.38E-03;;;;;;;;;5.20E+05;;;
hydrocyanic acid;hydrogen cyanide (hcn);;;emissions to air;emissions to air, unspecified;2.09E+06;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);fe0acd60-3ddc-11dd-a6ba-0050c2490048;;;;3.94E-06;;;;;;;;;2.35E+03;;;;;;;8.22E+00;;;;;;;;;4.91E+09;;;
hydrogen fluoride;fluorides (as total f);;;emissions to water;emissions to water, unspecified;6.90E+08;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);fe0acd60-3ddc-11dd-aab5-0050c2490048;;;;3.76E-07;;;;;;;;;2.04E+01;;;;;;;2.60E+02;;;;;;;;;1.41E+10;;;
hydrogen-3;H-3;-;nuclear power plant;emissions to water;emissions to water, unspecified;2.21783E+13;kBq;;08a91e70-3ddc-11dd-94b8-0050c2490048;;;;;;2.14E-05;;;;;;;;;;;;;;;;4.75E+08;;;;;;;;;;
hydrogen-3;H-3;hydrogen-3;Reprocessing;emissions to air;emissions to air, unspecified;9.03224E+13;kBq;;08a91e70-3ddc-11dd-94b2-0050c2490048;;;;;;6.79E-04;;;;;;;;;;;;;;;;6.13E+10;;;;;;;;;;
hymexazol;hymexazol;Hymexazol;Pesticide;emissions to air;emissions to air, unspecified;1.33E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-92a2-0050c2490048;;;;1.00E-07;;;;;;;;;3.62E+01;;;;;;;1.33E-02;;;;;;;;;4.82E+06;;;
hymexazol;hymexazol;Hymexazol;Pesticide;emissions to soil;emissions to soil, unspecified;1.77E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-92a1-0050c2490048;;;;1.43E-08;;;;;;;;;1.22E+02;;;;;;;2.54E-03;;;;;;;;;2.16E+07;;;
hymexazol;hymexazol;Hymexazol;Pesticide;emissions to water;emissions to water, unspecified;8.87E+03;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-92a8-0050c2490048;;;;5.34E-08;;;;;;;;;2.86E+03;;;;;;;4.74E-04;;;;;;;;;2.53E+07;;;
ibuprofen;ibuprofen;Ibuprofen;Pharmaceuticals;emissions to water;emissions to water, unspecified;1.76E+06;kg;;1178baf5-ac16-4b52-8e0e-90a03001b254;;;0.00E+00;;;;;;;;;;7.86E+02;;;;;;0.00E+00;;;;;;;;;;1.39E+09;;;
imazalil;imazalil;Imazalil;Pesticide;emissions to air;emissions to air, unspecified;5.90E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-92ce-0050c2490048;;;;2.04E-04;;;;;;;;;6.21E+02;;;;;;;1.20E+02;;;;;;;;;3.66E+08;;;
imazalil;imazalil;Imazalil;Pesticide;emissions to soil;emissions to soil, unspecified;7.86E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-92cd-0050c2490048;;;;1.52E-08;;;;;;;;;2.90E+01;;;;;;;1.19E-02;;;;;;;;;2.28E+07;;;
imazalil;imazalil;Imazalil;Pesticide;emissions to water;emissions to water, unspecified;3.93E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-92df-0050c2490048;;;;5.00E-06;;;;;;;;;5.55E+04;;;;;;;1.96E-01;;;;;;;;;2.18E+09;;;
imazamethabenz;imazamethabenz;;Herbicide;emissions to air;emissions to air, unspecified;4.09E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);f1025b6a-f4ff-403c-b37b-8abdbed6b064;;;;3.69E-05;;;;;;;;;6.27E+04;;;;;;;1.51E+00;;;;;;;;;2.56E+09;;;
imazamethabenz;imazamethabenz;;Herbicide;emissions to soil;emissions to soil, unspecified;2.02E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);6bc5cdfb-e2fb-450c-8807-c278ba427e03;;;;8.05E-06;;;;;;;;;7.03E+04;;;;;;;1.62E+00;;;;;;;;;1.42E+10;;;
